"","topic","term","beta"
"725",5,"disadvantage",5.15748376681984e-06
"726",6,"disadvantage",4.90838499408539e-06
"727",7,"disadvantage",6.06123055102647e-06
"728",8,"disadvantage",6.61056500499098e-06
"729",9,"disadvantage",5.57621854315714e-06
"730",10,"disadvantage",6.07928604864644e-06
"731",11,"disadvantage",5.3861027776132e-06
"732",12,"disadvantage",0.00454007752264194
"733",13,"disadvantage",6.00734097066616e-06
"734",14,"disadvantage",6.57146800023657e-06
"735",15,"disadvantage",6.08195153237533e-05
"736",16,"disadvantage",5.74867924094439e-06
"737",17,"disadvantage",5.4787615807323e-06
"738",18,"disadvantage",5.98146940777471e-06
"739",19,"disadvantage",6.02834527950423e-06
"740",20,"disadvantage",6.60009372133084e-06
"741",1,"test",6.17730089014906e-06
"742",2,"test",6.11459983001412e-06
"743",3,"test",6.57838474341011e-06
"744",4,"test",6.24949222875641e-06
"745",5,"test",5.15748376681984e-06
"746",6,"test",4.90838499408539e-06
"747",7,"test",6.06123055102647e-06
"748",8,"test",6.61056500499098e-06
"749",9,"test",5.57621854315714e-06
"750",10,"test",0.0673037758445648
"751",11,"test",5.3861027776132e-06
"752",12,"test",4.67567201095977e-06
"753",13,"test",6.00734097066616e-06
"754",14,"test",6.57146800023657e-06
"755",15,"test",5.52904684761394e-06
"756",16,"test",5.74867924094439e-06
"757",17,"test",5.4787615807323e-06
"758",18,"test",5.98146940777471e-06
"759",19,"test",6.02834527950423e-06
"760",20,"test",6.60009372133084e-06
"761",1,"share",6.17730089014906e-06
"762",2,"share",6.11459983001412e-06
"763",3,"share",7.23622321775112e-05
"764",4,"share",6.24949222875641e-06
"765",5,"share",5.15748376681984e-06
"766",6,"share",4.90838499408539e-06
"767",7,"share",6.06123055102647e-06
"768",8,"share",6.61056500499098e-06
"769",9,"share",5.57621854315714e-06
"770",10,"share",6.68721465351109e-05
"771",11,"share",5.3861027776132e-06
"772",12,"share",4.67567201095977e-06
"773",13,"share",6.00734097066616e-06
"774",14,"share",6.57146800023657e-06
"775",15,"share",0.0675151910562138
"776",16,"share",5.74867924094439e-06
"777",17,"share",6.02663773880552e-05
"778",18,"share",5.98146940777471e-06
"779",19,"share",6.02834527950423e-06
"780",20,"share",6.60009372133084e-06
"781",1,"nice",6.17730089014906e-06
"782",2,"nice",0.000128406596430297
"783",3,"nice",7.23622321775112e-05
"784",4,"nice",6.24949222875641e-06
"785",5,"nice",5.15748376681984e-06
"786",6,"nice",0.000495746884402625
"787",7,"nice",6.06123055102647e-06
"788",8,"nice",6.61056500499098e-06
"789",9,"nice",5.57621854315714e-06
"790",10,"nice",6.68721465351109e-05
"791",11,"nice",5.3861027776132e-06
"792",12,"nice",4.67567201095977e-06
"793",13,"nice",0.000907108486570589
"794",14,"nice",0.00204372654807357
"795",15,"nice",5.52904684761394e-06
"796",16,"nice",5.74867924094439e-06
"797",17,"nice",5.4787615807323e-06
"798",18,"nice",5.98146940777471e-06
"799",19,"nice",0.003562752060187
"800",20,"nice",0.000798611340281032
"801",1,"well",6.17730089014906e-06
"802",2,"well",0.00703790440434626
"803",3,"well",6.57838474341011e-06
"804",4,"well",0.000193734259091449
"805",5,"well",5.15748376681984e-06
"806",6,"well",4.90838499408539e-06
"807",7,"well",0.0124921961656655
"808",8,"well",6.61056500499098e-06
"809",9,"well",6.13384039747285e-05
"810",10,"well",0.00681487966053266
"811",11,"well",0.00145963385273318
"812",12,"well",0.00664412992757384
"813",13,"well",6.00734097066616e-06
"814",14,"well",6.57146800023657e-06
"815",15,"well",0.0236145590861591
"816",16,"well",0.0201261260225463
"817",17,"well",0.00192304531483704
"818",18,"well",0.000364869633874257
"819",19,"well",0.00633579088875894
"820",20,"well",0.00145862071241412
"821",1,"chrome",6.17730089014906e-06
"822",2,"chrome",6.11459983001412e-06
"823",3,"chrome",6.57838474341011e-06
"824",4,"chrome",6.24949222875641e-06
"825",5,"chrome",5.15748376681984e-06
"826",6,"chrome",4.90838499408539e-06
"827",7,"chrome",6.06123055102647e-06
"828",8,"chrome",6.61056500499098e-06
"829",9,"chrome",5.57621854315714e-06
"830",10,"chrome",6.07928604864644e-06
"831",11,"chrome",5.3861027776132e-06
"832",12,"chrome",4.67567201095977e-06
"833",13,"chrome",6.60807506773278e-05
"834",14,"chrome",6.57146800023657e-06
"835",15,"chrome",5.52904684761394e-06
"836",16,"chrome",5.74867924094439e-06
"837",17,"chrome",5.4787615807323e-06
"838",18,"chrome",5.98146940777471e-06
"839",19,"chrome",6.02834527950423e-06
"840",20,"chrome",6.60009372133084e-06
"841",1,"net",6.17730089014906e-06
"842",2,"net",6.11459983001412e-06
"843",3,"net",0.0327011505594916
"844",4,"net",6.24949222875641e-06
"845",5,"net",5.15748376681984e-06
"846",6,"net",4.90838499408539e-06
"847",7,"net",6.06123055102647e-06
"848",8,"net",6.61056500499098e-06
"849",9,"net",5.57621854315714e-06
"850",10,"net",6.07928604864644e-06
"851",11,"net",5.3861027776132e-06
"852",12,"net",4.67567201095977e-06
"853",13,"net",6.00734097066616e-06
"854",14,"net",6.57146800023657e-06
"855",15,"net",5.52904684761394e-06
"856",16,"net",5.74867924094439e-06
"857",17,"net",5.4787615807323e-06
"858",18,"net",5.98146940777471e-06
"859",19,"net",6.02834527950423e-06
"860",20,"net",6.60009372133084e-06
"861",1,"mvc",6.17730089014906e-06
"862",2,"mvc",6.11459983001412e-06
"863",3,"mvc",6.57838474341011e-06
"864",4,"mvc",6.24949222875641e-06
"865",5,"mvc",5.15748376681984e-06
"866",6,"mvc",4.90838499408539e-06
"867",7,"mvc",6.06123055102647e-06
"868",8,"mvc",0.000138821865104811
"869",9,"mvc",5.57621854315714e-06
"870",10,"mvc",6.07928604864644e-06
"871",11,"mvc",5.3861027776132e-06
"872",12,"mvc",4.67567201095977e-06
"873",13,"mvc",6.00734097066616e-06
"874",14,"mvc",0.000138000828004968
"875",15,"mvc",5.52904684761394e-06
"876",16,"mvc",5.74867924094439e-06
"877",17,"mvc",5.4787615807323e-06
"878",18,"mvc",6.57961634855218e-05
"879",19,"mvc",6.02834527950423e-06
"880",20,"mvc",0.00555067881963924
"881",1,"local",6.17730089014906e-06
"882",2,"local",6.11459983001412e-06
"883",3,"local",6.57838474341011e-06
"884",4,"local",0.0163799191315706
"885",5,"local",5.15748376681984e-06
"886",6,"local",0.00373528098049899
"887",7,"local",6.06123055102647e-06
"888",8,"local",6.61056500499098e-06
"889",9,"local",5.57621854315714e-06
"890",10,"local",0.00523426528788459
"891",11,"local",5.3861027776132e-06
"892",12,"local",0.000191702552449351
"893",13,"local",6.00734097066616e-06
"894",14,"local",0.00302944674810906
"895",15,"local",5.52904684761394e-06
"896",16,"local",5.74867924094439e-06
"897",17,"local",5.4787615807323e-06
"898",18,"local",5.98146940777471e-06
"899",19,"local",0.000548579420434885
"900",20,"local",6.60009372133084e-06
"901",1,"machine",6.17730089014906e-06
"902",2,"machine",6.11459983001412e-06
"903",3,"machine",6.57838474341011e-06
"904",4,"machine",0.0266290863867311
"905",5,"machine",5.15748376681984e-06
"906",6,"machine",0.000250327634698355
"907",7,"machine",6.06123055102647e-06
"908",8,"machine",6.61056500499098e-06
"909",9,"machine",5.57621854315714e-06
"910",10,"machine",6.07928604864644e-06
"911",11,"machine",5.92471305537452e-05
"912",12,"machine",4.67567201095977e-06
"913",13,"machine",0.00126754894481056
"914",14,"machine",6.57146800023657e-06
"915",15,"machine",5.52904684761394e-06
"916",16,"machine",5.74867924094439e-06
"917",17,"machine",5.4787615807323e-06
"918",18,"machine",5.98146940777471e-06
"919",19,"machine",6.02834527950423e-06
"920",20,"machine",6.60009372133084e-06
"921",1,"case",6.17730089014906e-06
"922",2,"case",0.0247702439113872
"923",3,"case",6.57838474341011e-06
"924",4,"case",6.24949222875641e-06
"925",5,"case",0.00273862388018134
"926",6,"case",0.0122758708702076
"927",7,"case",0.00661280253116988
"928",8,"case",6.61056500499098e-06
"929",9,"case",0.00541450820540559
"930",10,"case",0.000127665007021575
"931",11,"case",0.0186951627410954
"932",12,"case",4.67567201095977e-06
"933",13,"case",0.000126154160383989
"934",14,"case",6.57146800023657e-06
"935",15,"case",0.016039764904928
"936",16,"case",6.32354716503883e-05
"937",17,"case",0.00630605457942287
"938",18,"case",0.0144213227421448
"939",19,"case",6.02834527950423e-06
"940",20,"case",6.60009372133084e-06
"941",1,"happen",6.17730089014906e-06
"942",2,"happen",6.11459983001412e-06
"943",3,"happen",7.23622321775112e-05
"944",4,"happen",6.24949222875641e-06
"945",5,"happen",5.15748376681984e-06
"946",6,"happen",0.00918358832393378
"947",7,"happen",6.06123055102647e-06
"948",8,"happen",6.61056500499098e-06
"949",9,"happen",5.57621854315714e-06
"950",10,"happen",6.07928604864644e-06
"951",11,"happen",5.3861027776132e-06
"952",12,"happen",4.67567201095977e-06
"953",13,"happen",6.00734097066616e-06
"954",14,"happen",6.57146800023657e-06
"955",15,"happen",6.08195153237533e-05
"956",16,"happen",5.74867924094439e-06
"957",17,"happen",5.4787615807323e-06
"958",18,"happen",0.00586782148902699
"959",19,"happen",0.0101939318676417
"960",20,"happen",6.60009372133084e-06
"961",1,"time",6.17730089014906e-06
"962",2,"time",6.11459983001412e-06
"963",3,"time",6.57838474341011e-06
"964",4,"time",6.24949222875641e-06
"965",5,"time",5.15748376681984e-06
"966",6,"time",0.012128619320385
"967",7,"time",0.000672796591163938
"968",8,"time",6.61056500499098e-06
"969",9,"time",5.57621854315714e-06
"970",10,"time",0.0184263160134474
"971",11,"time",5.3861027776132e-06
"972",12,"time",4.67567201095977e-06
"973",13,"time",0.000847035076863928
"974",14,"time",6.57146800023657e-06
"975",15,"time",0.00951548962474359
"976",16,"time",5.74867924094439e-06
"977",17,"time",0.0130997189395309
"978",18,"time",0.0469007016263615
"979",19,"time",6.02834527950423e-06
"980",20,"time",6.60009372133084e-06
"981",1,"browser",6.17730089014906e-06
"982",2,"browser",6.11459983001412e-06
"983",3,"browser",0.000335497621913915
"984",4,"browser",6.24949222875641e-06
"985",5,"browser",5.15748376681984e-06
"986",6,"browser",4.90838499408539e-06
"987",7,"browser",6.06123055102647e-06
"988",8,"browser",6.61056500499098e-06
"989",9,"browser",5.57621854315714e-06
"990",10,"browser",6.07928604864644e-06
"991",11,"browser",5.3861027776132e-06
"992",12,"browser",4.67567201095977e-06
"993",13,"browser",6.00734097066616e-06
"994",14,"browser",6.57146800023657e-06
"995",15,"browser",5.52904684761394e-06
"996",16,"browser",5.74867924094439e-06
"997",17,"browser",5.4787615807323e-06
"998",18,"browser",5.98146940777471e-06
"999",19,"browser",6.02834527950423e-06
"1000",20,"browser",0.0204668906298469
"1001",1,"simple",6.17730089014906e-06
"1002",2,"simple",0.00642644442134485
"1003",3,"simple",6.57838474341011e-06
"1004",4,"simple",0.000443713948241705
"1005",5,"simple",5.15748376681984e-06
"1006",6,"simple",4.90838499408539e-06
"1007",7,"simple",6.06123055102647e-06
"1008",8,"simple",0.00225420266670192
"1009",9,"simple",5.57621854315714e-06
"1010",10,"simple",6.07928604864644e-06
"1011",11,"simple",5.3861027776132e-06
"1012",12,"simple",0.000659269753545328
"1013",13,"simple",0.000126154160383989
"1014",14,"simple",6.57146800023657e-06
"1015",15,"simple",0.000116109983799893
"1016",16,"simple",0.011790541123177
"1017",17,"simple",0.00378582425228601
"1018",18,"simple",0.00443226883116106
"1019",19,"simple",0.0109173333011822
"1020",20,"simple",0.00865272286866474
"1021",1,"method",6.17730089014906e-06
"1022",2,"method",0.00844426236524951
"1023",3,"method",0.0410556991836225
"1024",4,"method",6.87444145163205e-05
"1025",5,"method",5.15748376681984e-06
"1026",6,"method",4.90838499408539e-06
"1027",7,"method",6.06123055102647e-06
"1028",8,"method",6.61056500499098e-06
"1029",9,"method",5.57621854315714e-06
"1030",10,"method",6.07928604864644e-06
"1031",11,"method",5.3861027776132e-06
"1032",12,"method",4.67567201095977e-06
"1033",13,"method",0.000126154160383989
"1034",14,"method",6.57146800023657e-06
"1035",15,"method",5.52904684761394e-06
"1036",16,"method",5.74867924094439e-06
"1037",17,"method",5.4787615807323e-06
"1038",18,"method",0.000544313716107499
"1039",19,"method",6.02834527950423e-06
"1040",20,"method",6.60009372133084e-06
"1041",1,"wait",6.17730089014906e-06
"1042",2,"wait",0.00031184459133072
"1043",3,"wait",6.57838474341011e-06
"1044",4,"wait",6.24949222875641e-06
"1045",5,"wait",5.15748376681984e-06
"1046",6,"wait",4.90838499408539e-06
"1047",7,"wait",6.06123055102647e-06
"1048",8,"wait",6.61056500499098e-06
"1049",9,"wait",0.00541450820540559
"1050",10,"wait",6.07928604864644e-06
"1051",11,"wait",5.3861027776132e-06
"1052",12,"wait",4.67567201095977e-06
"1053",13,"wait",6.00734097066616e-06
"1054",14,"wait",6.57146800023657e-06
"1055",15,"wait",5.52904684761394e-06
"1056",16,"wait",5.74867924094439e-06
"1057",17,"wait",5.4787615807323e-06
"1058",18,"wait",0.010114664768547
"1059",19,"wait",6.02834527950423e-06
"1060",20,"wait",6.60009372133084e-06
"1061",1,"second",6.17730089014906e-06
"1062",2,"second",6.72605981301554e-05
"1063",3,"second",6.57838474341011e-06
"1064",4,"second",6.24949222875641e-06
"1065",5,"second",5.15748376681984e-06
"1066",6,"second",4.90838499408539e-06
"1067",7,"second",6.06123055102647e-06
"1068",8,"second",6.61056500499098e-06
"1069",9,"second",0.000786246814585157
"1070",10,"second",6.07928604864644e-06
"1071",11,"second",5.92471305537452e-05
"1072",12,"second",5.14323921205575e-05
"1073",13,"second",6.00734097066616e-06
"1074",14,"second",0.000400859548014431
"1075",15,"second",5.52904684761394e-06
"1076",16,"second",5.74867924094439e-06
"1077",17,"second",0.00668956789007413
"1078",18,"second",0.00999503538039155
"1079",19,"second",0.0146549073744748
"1080",20,"second",6.60009372133084e-06
"1081",1,"return",6.17730089014906e-06
"1082",2,"return",0.0222021119827813
"1083",3,"return",6.57838474341011e-06
"1084",4,"return",6.24949222875641e-06
"1085",5,"return",0.00273862388018134
"1086",6,"return",0.000250327634698355
"1087",7,"return",6.06123055102647e-06
"1088",8,"return",6.61056500499098e-06
"1089",9,"return",5.57621854315714e-06
"1090",10,"return",6.07928604864644e-06
"1091",11,"return",5.3861027776132e-06
"1092",12,"return",4.67567201095977e-06
"1093",13,"return",6.00734097066616e-06
"1094",14,"return",6.57146800023657e-06
"1095",15,"return",5.52904684761394e-06
"1096",16,"return",5.74867924094439e-06
"1097",17,"return",5.4787615807323e-06
"1098",18,"return",0.0256066705346835
"1099",19,"return",6.02834527950423e-06
"1100",20,"return",6.60009372133084e-06
"1101",1,"view",6.17730089014906e-06
"1102",2,"view",6.11459983001412e-06
"1103",3,"view",6.57838474341011e-06
"1104",4,"view",6.24949222875641e-06
"1105",5,"view",5.15748376681984e-06
"1106",6,"view",0.00299902323138618
"1107",7,"view",6.06123055102647e-06
"1108",8,"view",6.61056500499098e-06
"1109",9,"view",5.57621854315714e-06
"1110",10,"view",6.07928604864644e-06
"1111",11,"view",0.00329090879712167
"1112",12,"view",4.67567201095977e-06
"1113",13,"view",6.00734097066616e-06
"1114",14,"view",0.0002694301880097
"1115",15,"view",5.52904684761394e-06
"1116",16,"view",5.74867924094439e-06
"1117",17,"view",0.0128257808604943
"1118",18,"view",5.98146940777471e-06
"1119",19,"view",0.000186878703664631
"1120",20,"view",0.00469266663586623
"1121",1,"port",0.000315042345397602
"1122",2,"port",6.11459983001412e-06
"1123",3,"port",6.57838474341011e-06
"1124",4,"port",0.051439570534894
"1125",5,"port",5.15748376681984e-06
"1126",6,"port",4.90838499408539e-06
"1127",7,"port",6.06123055102647e-06
"1128",8,"port",6.61056500499098e-06
"1129",9,"port",5.57621854315714e-06
"1130",10,"port",6.07928604864644e-06
"1131",11,"port",5.3861027776132e-06
"1132",12,"port",4.67567201095977e-06
"1133",13,"port",6.60807506773278e-05
"1134",14,"port",6.57146800023657e-06
"1135",15,"port",5.52904684761394e-06
"1136",16,"port",5.74867924094439e-06
"1137",17,"port",5.4787615807323e-06
"1138",18,"port",5.98146940777471e-06
"1139",19,"port",6.02834527950423e-06
"1140",20,"port",0.000138601968147948
"1141",1,"number",6.17730089014906e-06
"1142",2,"number",0.00630415242474456
"1143",3,"number",6.57838474341011e-06
"1144",4,"number",6.87444145163205e-05
"1145",5,"number",5.15748376681984e-06
"1146",6,"number",0.00324444248109045
"1147",7,"number",0.000187898147081821
"1148",8,"number",7.27162150549008e-05
"1149",9,"number",5.57621854315714e-06
"1150",10,"number",0.00493030098545227
"1151",11,"number",5.3861027776132e-06
"1152",12,"number",4.67567201095977e-06
"1153",13,"number",0.0122609829211296
"1154",14,"number",6.57146800023657e-06
"1155",15,"number",5.52904684761394e-06
"1156",16,"number",6.32354716503883e-05
"1157",17,"number",5.4787615807323e-06
"1158",18,"number",0.00826040925213688
"1159",19,"number",0.000247162156459674
"1160",20,"number",6.60009372133084e-06
"1161",1,"change",6.17730089014906e-06
"1162",2,"change",0.000801012577731851
"1163",3,"change",6.57838474341011e-06
"1164",4,"change",6.24949222875641e-06
"1165",5,"change",5.15748376681984e-06
"1166",6,"change",0.018853106762282
"1167",7,"change",6.06123055102647e-06
"1168",8,"change",6.61056500499098e-06
"1169",9,"change",5.57621854315714e-06
"1170",10,"change",0.0590359468184057
"1171",11,"change",5.3861027776132e-06
"1172",12,"change",0.000144945832339753
"1173",13,"change",6.00734097066616e-06
"1174",14,"change",6.57146800023657e-06
"1175",15,"change",0.0237804304915876
"1176",16,"change",5.74867924094439e-06
"1177",17,"change",0.00767574497460594
"1178",18,"change",5.98146940777471e-06
